content,clean_tokens,stemmed,label
Pesen tiket ribet harus pake saldo mtix dan untuk topup nya pun tidak banyak pilihan e-wallet. Muhasabah diri anda hey masa kalah sama aplikasi sebelah,"['pesen', 'tiket', 'ribet', 'harus', 'pake', 'saldo', 'mtix', 'dan', 'untuk', 'topup', 'nya', 'pun', 'tidak', 'banyak', 'pilihan', 'e-wallet', 'muhasabah', 'diri', 'anda', 'hey', 'masa', 'kalah', 'sama', 'aplikasi', 'sebelah']","['sen', 'tiket', 'ribet', 'pake', 'saldo', 'mtix', 'topup', 'pilih', 'e-wallet', 'muhasabah', 'hey', 'kalah', 'aplikasi', 'belah']",0
Keren,['keren'],['keren'],0
Good,['good'],['good'],1
Tak mantaplah,"['tak', 'mantaplah']",['mantap'],0
Godzila vc Kong di perpanjang dong min sampai hari minggu,"['godzila', 'vc', 'kong', 'di', 'perpanjang', 'dong', 'min', 'sampai', 'hari', 'minggu']","['godzila', 'vc', 'kong', 'panjang', 'min', 'minggu']",1
Geaib,['geaib'],['geaib'],1
Good Service 🙏🏻🙏🏻🙏🏻,"['good', 'service']","['good', 'service']",1
Masih banyak kekurangan...,"['masih', 'banyak', 'kekurangan']",['kurang'],0
Aku merasa tidak aman sebab sudah daftar kok tidak di temukan seperti gagal banyak kali,"['aku', 'merasa', 'tidak', 'aman', 'sebab', 'sudah', 'daftar', 'kok', 'tidak', 'di', 'temukan', 'seperti', 'gagal', 'banyak', 'kali']","['aman', 'daftar', 'temu', 'gagal']",0
Bagus bwanget aplikasinya.... Mantap,"['bagus', 'bwanget', 'aplikasinya', 'mantap']","['bagus', 'bwanget', 'aplikasi', 'mantap']",1
Memuaskan,['memuaskan'],['muas'],1
Gak bisa d buka,"['gak', 'bisa', 'd', 'buka']","['gak', 'buka']",0
Bagus,['bagus'],['bagus'],1
Bagus,['bagus'],['bagus'],1
Ok,['ok'],['ok'],1
Ok,['ok'],['ok'],1
G ada pesan tiket nya giman mint,"['g', 'ada', 'pesan', 'tiket', 'nya', 'giman', 'mint']","['pesan', 'tiket', 'gim', 'mint']",1
Aplikasi nya sudah bagus tetapi di saya tidak ada teater Kemang Village,"['aplikasi', 'nya', 'sudah', 'bagus', 'tetapi', 'di', 'saya', 'tidak', 'ada', 'teater', 'kemang', 'village']","['aplikasi', 'bagus', 'teater', 'kemang', 'village']",1
Good,['good'],['good'],1
Mantap,['mantap'],['mantap'],1
Aplikasi jancokkkkk Pake aplikasi sebelah aja,"['aplikasi', 'jancokkkkk', 'pake', 'aplikasi', 'sebelah', 'aja']","['aplikasi', 'jancokkkkk', 'pake', 'aplikasi', 'belah', 'aja']",0
Ok keren,"['ok', 'keren']","['ok', 'keren']",1
Aaa. Mlpo. P S,"['aaa', 'mlpo', 'p', 's']","['aaa', 'mlpo']",1
sisa SALDO M-MTIX apa tidak bisa d refund ya?? hrsnya ksh menu jg bwt refund...,"['sisa', 'saldo', 'm-mtix', 'apa', 'tidak', 'bisa', 'd', 'refund', 'ya', 'hrsnya', 'ksh', 'menu', 'jg', 'bwt', 'refund']","['sisa', 'saldo', 'm-mtix', 'refund', 'hrsnya', 'ksh', 'menu', 'jg', 'bwt', 'refund']",0
Kok plaza pondok gede gak ada ya yg bekasi,"['kok', 'plaza', 'pondok', 'gede', 'gak', 'ada', 'ya', 'yg', 'bekasi']","['plaza', 'pondok', 'gede', 'gak', 'yg', 'bekas']",0
"Admin tiket 3.000, admin fee pengisian 5.000 Dan nggak bsa ditarik lg uangnya. Mengecewakan.","['admin', 'tiket', '3.000', 'admin', 'fee', 'pengisian', '5.000', 'dan', 'nggak', 'bsa', 'ditarik', 'lg', 'uangnya', 'mengecewakan']","['admin', 'tiket', '3 000', 'admin', 'fee', 'isi', '5 000', 'nggak', 'bsa', 'tarik', 'lg', 'uang', 'kecewa']",0
Tidak bisa refund !!! sudah berapa banyak orang yang uangnya ngendap gak bisa ditarik !!! OJK kemana nih?????,"['tidak', 'bisa', 'refund', 'sudah', 'berapa', 'banyak', 'orang', 'yang', 'uangnya', 'ngendap', 'gak', 'bisa', 'ditarik', 'ojk', 'kemana', 'nih']","['refund', 'uang', 'ngendap', 'gak', 'tarik', 'ojk', 'mana', 'nih']",0
Ga bisa lihat seat yang sudah di booking?,"['ga', 'bisa', 'lihat', 'seat', 'yang', 'sudah', 'di', 'booking']","['ga', 'seat', 'booking']",1
gag bisa returr hemm un instal ahh... ganti rumah sebelah,"['gag', 'bisa', 'returr', 'hemm', 'un', 'instal', 'ahh', 'ganti', 'rumah', 'sebelah']","['gag', 'returr', 'hemm', 'un', 'instal', 'ahh', 'ganti', 'rumah', 'belah']",0
Amazing,['amazing'],['amazing'],1
Ok,['ok'],['ok'],1
Sangat membantu,"['sangat', 'membantu']",['bantu'],1
Ok,['ok'],['ok'],1
"Saya kelebihan topup tapi tidak bisa di refund, sedangkan saya tidak ada rencana akan menggunakan lagi. Ok baiklah. Biarkan saldo saya mengendap sesuka hati anda..","['saya', 'kelebihan', 'topup', 'tapi', 'tidak', 'bisa', 'di', 'refund', 'sedangkan', 'saya', 'tidak', 'ada', 'rencana', 'akan', 'menggunakan', 'lagi', 'ok', 'baiklah', 'biarkan', 'saldo', 'saya', 'mengendap', 'sesuka', 'hati', 'anda']","['lebih', 'topup', 'refund', 'rencana', 'ok', 'biar', 'saldo', 'endap', 'suka', 'hati']",0
Fa,['fa'],['fa'],0
Ok,['ok'],['ok'],1
app busuk. tugas pokok cuman buat menipu saldo costumer. harap jgn mau download kalo gak mau nyesal seumur hidup. buat yg mau app tiket bioskop bagus pake app TIX ID aja rekomen deh,"['app', 'busuk', 'tugas', 'pokok', 'cuman', 'buat', 'menipu', 'saldo', 'costumer', 'harap', 'jgn', 'mau', 'download', 'kalo', 'gak', 'mau', 'nyesal', 'seumur', 'hidup', 'buat', 'yg', 'mau', 'app', 'tiket', 'bioskop', 'bagus', 'pake', 'app', 'tix', 'id', 'aja', 'rekomen', 'deh']","['app', 'busuk', 'tugas', 'pokok', 'cuman', 'tipu', 'saldo', 'costumer', 'harap', 'jgn', 'download', 'kalo', 'gak', 'nyesal', 'umur', 'hidup', 'yg', 'app', 'tiket', 'bioskop', 'bagus', 'pake', 'app', 'tix', 'id', 'aja', 'rekomen', 'deh']",0
DUA PULUH RRIBU AJAH MAU 3 AXIS?.,"['dua', 'puluh', 'rribu', 'ajah', 'mau', '3', 'axis']","['puluh', 'rribu', 'ajah', '3', 'axis']",1
Nggak tau 🤣🤣,"['nggak', 'tau']","['nggak', 'tau']",1
mantul,['mantul'],['mantul'],1
"Hello, I have trouble logging in to my acc, today I am no longer using my old phone number because of some reason and somewhat the app is automatically logout and need OTP number to login. This is disaster. How can I retrieve my old account?","['hello', 'i', 'have', 'trouble', 'logging', 'in', 'to', 'my', 'acc', 'today', 'i', 'am', 'no', 'longer', 'using', 'my', 'old', 'phone', 'number', 'because', 'of', 'some', 'reason', 'and', 'somewhat', 'the', 'app', 'is', 'automatically', 'logout', 'and', 'need', 'otp', 'number', 'to', 'login', 'this', 'is', 'disaster', 'how', 'can', 'i', 'retrieve', 'my', 'old', 'account']","['have', 'trouble', 'logging', 'in', 'to', 'my', 'acc', 'today', 'am', 'no', 'longer', 'using', 'my', 'old', 'phone', 'number', 'because', 'of', 'some', 'reason', 'and', 'somewhat', 'the', 'app', 'is', 'automatically', 'logout', 'and', 'need', 'otp', 'number', 'to', 'login', 'this', 'is', 'disaster', 'how', 'can', 'retrieve', 'my', 'old', 'account']",0
"Ya, Allah..Kapok pake aplikasi ini rugi berkali2 sudah isi saldo smpai 2x, waktu mau beli tiket malah transaksi tidak dapat di proses.. Potongan biaya admin jg bnyk sekali..top up minimum harus 100rb, pakai biaya admin 5000, blm admin dr pihak Bank stiap trnsfer..setiap pembelian tiket kena biaya lg 1500 per tiket,.gusti..nih aplikasi sungguh2 terlalu😭 mana ngga bisa d refund saldony. Telp call center jg ngga ad jawaban, cm ad suara mesin, smntara pulsa jalan terus..","['ya', 'allah', 'kapok', 'pake', 'aplikasi', 'ini', 'rugi', 'berkali2', 'sudah', 'isi', 'saldo', 'smpai', '2x', 'waktu', 'mau', 'beli', 'tiket', 'malah', 'transaksi', 'tidak', 'dapat', 'di', 'proses', 'potongan', 'biaya', 'admin', 'jg', 'bnyk', 'sekali', 'top', 'up', 'minimum', 'harus', '100rb', 'pakai', 'biaya', 'admin', '5000', 'blm', 'admin', 'dr', 'pihak', 'bank', 'stiap', 'trnsfer', 'setiap', 'pembelian', 'tiket', 'kena', 'biaya', 'lg', '1500', 'per', 'tiket', 'nih', 'aplikasi', 'sungguh2', 'terlalu😭', 'mana', 'ngga', 'bisa', 'd', 'refund', 'saldony', 'telp', 'call', 'center', 'jg', 'ngga', 'ad', 'jawaban', 'cm', 'ad', 'suara', 'mesin', 'smntara', 'pulsa', 'jalan', 'terus']","['allah', 'kapok', 'pake', 'aplikasi', 'rugi', 'berkali2', 'isi', 'saldo', 'smpai', '2x', 'waktu', 'beli', 'tiket', 'transaksi', 'proses', 'potong', 'biaya', 'admin', 'jg', 'bnyk', 'top', 'up', 'minimum', '100rb', 'pakai', 'biaya', 'admin', '5000', 'blm', 'admin', 'dr', 'bank', 'stiap', 'trnsfer', 'beli', 'tiket', 'biaya', 'lg', '1500', 'tiket', 'nih', 'aplikasi', 'sungguh2', 'terlalu', 'ngga', 'refund', 'saldony', 'telp', 'call', 'center', 'jg', 'ngga', 'ad', 'cm', 'ad', 'suara', 'mesin', 'smntara', 'pulsa', 'jalan']",0
Tolong tambahkan fitur kembalikan saldo.,"['tolong', 'tambahkan', 'fitur', 'kembalikan', 'saldo']","['tolong', 'tambah', 'fitur', 'kembali', 'saldo']",0
Ga berfungsi,"['ga', 'berfungsi']","['ga', 'fungsi']",0
"Kenapa tidak bisa tarik saldo ,,,? Tolong perbaiki dong ,gak perlu endap saldo gitu , emang bank ?","['kenapa', 'tidak', 'bisa', 'tarik', 'saldo', 'tolong', 'perbaiki', 'dong', 'gak', 'perlu', 'endap', 'saldo', 'gitu', 'emang', 'bank']","['tarik', 'saldo', 'tolong', 'baik', 'gak', 'endap', 'saldo', 'gitu', 'emang', 'bank']",0
Ok,['ok'],['ok'],1
nice,['nice'],['nice'],1
Ntaps aku jdi makin gampang liat nih movienya apa aja,"['ntaps', 'aku', 'jdi', 'makin', 'gampang', 'liat', 'nih', 'movienya', 'apa', 'aja']","['ntaps', 'jdi', 'gampang', 'liat', 'nih', 'movienya', 'aja']",1
"Aplikasi yang sangat merugikan, bisa top up tapi gak bisa refund.. 👎👎👎 tolong di perbaiki, tolong lebih profesional dalam ber bisnis","['aplikasi', 'yang', 'sangat', 'merugikan', 'bisa', 'top', 'up', 'tapi', 'gak', 'bisa', 'refund', 'tolong', 'di', 'perbaiki', 'tolong', 'lebih', 'profesional', 'dalam', 'ber', 'bisnis']","['aplikasi', 'rugi', 'top', 'up', 'gak', 'refund', 'tolong', 'baik', 'tolong', 'profesional', 'ber', 'bisnis']",0
"Halo mtix sy mau tarik saldo mtix sy, gmn. Tolong dong buat fitur tarik saldo akun biar jadi uang.tolong mtix dana sya ingin cairkan. Tolong adain menu pencairan dana?","['halo', 'mtix', 'sy', 'mau', 'tarik', 'saldo', 'mtix', 'sy', 'gmn', 'tolong', 'dong', 'buat', 'fitur', 'tarik', 'saldo', 'akun', 'biar', 'jadi', 'uang.tolong', 'mtix', 'dana', 'sya', 'ingin', 'cairkan', 'tolong', 'adain', 'menu', 'pencairan', 'dana']","['mtix', 'sy', 'tarik', 'saldo', 'mtix', 'sy', 'gmn', 'tolong', 'fitur', 'tarik', 'saldo', 'akun', 'biar', 'uang tolong', 'mtix', 'dana', 'sya', 'cair', 'tolong', 'adain', 'menu', 'cair', 'dana']",0
Mantabbzz,['mantabbzz'],['mantabbzz'],1
Okkkk,['okkkk'],['okkkk'],1
Sundala apa maunya ini aplikasi setan,"['sundala', 'apa', 'maunya', 'ini', 'aplikasi', 'setan']","['sundala', 'mau', 'aplikasi', 'setan']",0
Ok,['ok'],['ok'],1
"Saldo sisa tidak bisa ditarik, pemilik aplikasi ini sudah dzalim dengan penggunanya","['saldo', 'sisa', 'tidak', 'bisa', 'ditarik', 'pemilik', 'aplikasi', 'ini', 'sudah', 'dzalim', 'dengan', 'penggunanya']","['saldo', 'sisa', 'tarik', 'milik', 'aplikasi', 'dzalim', 'guna']",0
Mantapo,['mantapo'],['mantapo'],1
Aplikasi ini bagus. Cuma 1 keinginan saya. Adakan pengembalian uang kayak apk sebelah. Uang saya masih ada 20k di M-TIX. Nah itu gk bisa beli apa apa njirr. Pop corn aja 25. Saya tau itu tidak seberapa di mata kalian. Tapi bagi saya 20k itu bisa utk makan 1 hari 😭 Please buatkan refund dana Masak iya harus top up 50k Nonton sendiri. Mohon dengan sangat 🙏🙏🤘🤘🤘🤘,"['aplikasi', 'ini', 'bagus', 'cuma', '1', 'keinginan', 'saya', 'adakan', 'pengembalian', 'uang', 'kayak', 'apk', 'sebelah', 'uang', 'saya', 'masih', 'ada', '20k', 'di', 'm-tix', 'nah', 'itu', 'gk', 'bisa', 'beli', 'apa', 'apa', 'njirr', 'pop', 'corn', 'aja', '25', 'saya', 'tau', 'itu', 'tidak', 'seberapa', 'di', 'mata', 'kalian', 'tapi', 'bagi', 'saya', '20k', 'itu', 'bisa', 'utk', 'makan', '1', 'hari', 'please', 'buatkan', 'refund', 'dana', 'masak', 'iya', 'harus', 'top', 'up', '50k', 'nonton', 'sendiri', 'mohon', 'dengan', 'sangat']","['aplikasi', 'bagus', '1', 'adakan', 'kembali', 'uang', 'kayak', 'apk', 'belah', 'uang', '20k', 'm-tix', 'gk', 'beli', 'njirr', 'pop', 'corn', 'aja', '25', 'tau', '20k', 'utk', 'makan', '1', 'please', 'buat', 'refund', 'dana', 'masak', 'iya', 'top', 'up', '50k', 'nonton']",0
Good Jobs,"['good', 'jobs']","['good', 'jobs']",1
Parah aplikasinya lama lama,"['parah', 'aplikasinya', 'lama', 'lama']","['parah', 'aplikasi']",0
"Tolong aplikasi diperbaharui agar bisa menarik saldo sisa, jujur saya rada kecewa sama aplikasi ini karna ya disaat aplikasi lain bisa refund uang tp di aplikasi ini sama sekali tidak bisa. Dimasa pandemi ini uang sedikit pun berharga bagi kami, apalagi yg di kota nya bioskop belum buka. Dimohon kebijakaan nyaaa. Terimakasih","['tolong', 'aplikasi', 'diperbaharui', 'agar', 'bisa', 'menarik', 'saldo', 'sisa', 'jujur', 'saya', 'rada', 'kecewa', 'sama', 'aplikasi', 'ini', 'karna', 'ya', 'disaat', 'aplikasi', 'lain', 'bisa', 'refund', 'uang', 'tp', 'di', 'aplikasi', 'ini', 'sama', 'sekali', 'tidak', 'bisa', 'dimasa', 'pandemi', 'ini', 'uang', 'sedikit', 'pun', 'berharga', 'bagi', 'kami', 'apalagi', 'yg', 'di', 'kota', 'nya', 'bioskop', 'belum', 'buka', 'dimohon', 'kebijakaan', 'nyaaa', 'terimakasih']","['tolong', 'aplikasi', 'baharu', 'tarik', 'saldo', 'sisa', 'jujur', 'rada', 'kecewa', 'aplikasi', 'karna', 'saat', 'aplikasi', 'refund', 'uang', 'tp', 'aplikasi', 'masa', 'pandemi', 'uang', 'harga', 'yg', 'kota', 'bioskop', 'buka', 'mohon', 'kebijakaan', 'nyaaa', 'terimakasih']",0
"Supaya banyak diskon khusus buat saya dan keluarga, itu aja saran saya......","['supaya', 'banyak', 'diskon', 'khusus', 'buat', 'saya', 'dan', 'keluarga', 'itu', 'aja', 'saran', 'saya']","['diskon', 'keluarga', 'aja', 'saran']",1
"Waw aku memesan tiket tanpa keluar rumah, padahal saya boleh menonton filem bajakan di google","['waw', 'aku', 'memesan', 'tiket', 'tanpa', 'keluar', 'rumah', 'padahal', 'saya', 'boleh', 'menonton', 'filem', 'bajakan', 'di', 'google']","['waw', 'mes', 'tiket', 'rumah', 'tonton', 'filem', 'baja', 'google']",1
Mantap,['mantap'],['mantap'],1
Ini di instal ulang kok malah gak ke download gimana??,"['ini', 'di', 'instal', 'ulang', 'kok', 'malah', 'gak', 'ke', 'download', 'gimana']","['instal', 'ulang', 'gak', 'download', 'gimana']",0
Min mohon di tambahkan fitur tarik saldo 🙏🙏🙏,"['min', 'mohon', 'di', 'tambahkan', 'fitur', 'tarik', 'saldo']","['min', 'tambah', 'fitur', 'tarik', 'saldo']",0
Bagus,['bagus'],['bagus'],1
Masa saldo top up sma saldo di m tix nya kepotong 5000 dan setiap beli tiket kepotong lagi 3000 !!!,"['masa', 'saldo', 'top', 'up', 'sma', 'saldo', 'di', 'm', 'tix', 'nya', 'kepotong', '5000', 'dan', 'setiap', 'beli', 'tiket', 'kepotong', 'lagi', '3000']","['saldo', 'top', 'up', 'sma', 'saldo', 'tix', 'potong', '5000', 'beli', 'tiket', 'potong', '3000']",0
Wow so god XXI bagus udh cari ada di bioskop nah aku mau nonton godzilla vs kong di bioskop,"['wow', 'so', 'god', 'xxi', 'bagus', 'udh', 'cari', 'ada', 'di', 'bioskop', 'nah', 'aku', 'mau', 'nonton', 'godzilla', 'vs', 'kong', 'di', 'bioskop']","['wow', 'so', 'god', 'xxi', 'bagus', 'udh', 'cari', 'bioskop', 'nonton', 'godzilla', 'vs', 'kong', 'bioskop']",1
Ini bisa cek film yang gw mau!!!!!!!!,"['ini', 'bisa', 'cek', 'film', 'yang', 'gw', 'mau']","['cek', 'film', 'gw']",1
Ga jelas anjir,"['ga', 'jelas', 'anjir']","['ga', 'anjir']",0
SALDO TIDAK DAPAT DITARIK.,"['saldo', 'tidak', 'dapat', 'ditarik']","['saldo', 'tarik']",0
"KOTA TANGERANG KAPAN BUKANYA YA??? BARU SEBAGIAN YG BUKA DAN ITU JAUH DARI RUMAH SAYA, UDH SETAHUN KGK NONTON INI DAN ADA SALDONYA, AYOLAH BUKA BUAT KOTA TANGERANG, AKU TNGGU INFO NYA","['kota', 'tangerang', 'kapan', 'bukanya', 'ya', 'baru', 'sebagian', 'yg', 'buka', 'dan', 'itu', 'jauh', 'dari', 'rumah', 'saya', 'udh', 'setahun', 'kgk', 'nonton', 'ini', 'dan', 'ada', 'saldonya', 'ayolah', 'buka', 'buat', 'kota', 'tangerang', 'aku', 'tnggu', 'info', 'nya']","['kota', 'tangerang', 'buka', 'yg', 'buka', 'rumah', 'udh', 'tahun', 'kgk', 'nonton', 'saldo', 'ayo', 'buka', 'kota', 'tangerang', 'tnggu', 'info']",0
"Heii,, woii Updet Ada pembukaan Baru XXI Di daerah sawangan Depok Yang bernama The Park Sawangan gimana sii gimana mau maju Ketelitian ajah kurang buat warga/masyrakat sekitar kecewa semauh😞😞😞","['heii', 'woii', 'updet', 'ada', 'pembukaan', 'baru', 'xxi', 'di', 'daerah', 'sawangan', 'depok', 'yang', 'bernama', 'the', 'park', 'sawangan', 'gimana', 'sii', 'gimana', 'mau', 'maju', 'ketelitian', 'ajah', 'kurang', 'buat', 'warga/masyrakat', 'sekitar', 'kecewa', 'semauh😞😞😞']","['heii', 'woii', 'updet', 'buka', 'xxi', 'daerah', 'sawangan', 'depok', 'nama', 'the', 'park', 'sawangan', 'gimana', 'sii', 'gimana', 'maju', 'teliti', 'ajah', 'warga masyrakat', 'kecewa', 'semauh']",0
"Saya mau tanya ? Kenapa setiap top up saldo kepotong ? Apakah aturannya begitu? Ini kan saldo aku kenapa harus di potong? Habis itu setiap beli 1 tiket di di charg 1,500 ...kenapa begitu?","['saya', 'mau', 'tanya', 'kenapa', 'setiap', 'top', 'up', 'saldo', 'kepotong', 'apakah', 'aturannya', 'begitu', 'ini', 'kan', 'saldo', 'aku', 'kenapa', 'harus', 'di', 'potong', 'habis', 'itu', 'setiap', 'beli', '1', 'tiket', 'di', 'di', 'charg', '1,500', 'kenapa', 'begitu']","['top', 'up', 'saldo', 'potong', 'atur', 'saldo', 'potong', 'habis', 'beli', '1', 'tiket', 'charg', '1 500']",0
Ok,['ok'],['ok'],1
Mudah...simple,"['mudah', 'simple']","['mudah', 'simple']",1
Great,['great'],['great'],1
Mantap,['mantap'],['mantap'],1
Good,['good'],['good'],1
"Gimana caranya, tarik uang yg tersisa di saldo mtix ? Sayang banget ada uang sisa yg meskipun kecil jumlahnya dikali aja ada berapa banyak orang yg topup tapi uangnya gak bisa direfund ke rekening pribadi, nandon terus aja disitu.. Uang tersebut meskipun sdkit jumlahnya, tapi berharga banget buat saya di masa covid gini","['gimana', 'caranya', 'tarik', 'uang', 'yg', 'tersisa', 'di', 'saldo', 'mtix', 'sayang', 'banget', 'ada', 'uang', 'sisa', 'yg', 'meskipun', 'kecil', 'jumlahnya', 'dikali', 'aja', 'ada', 'berapa', 'banyak', 'orang', 'yg', 'topup', 'tapi', 'uangnya', 'gak', 'bisa', 'direfund', 'ke', 'rekening', 'pribadi', 'nandon', 'terus', 'aja', 'disitu', 'uang', 'tersebut', 'meskipun', 'sdkit', 'jumlahnya', 'tapi', 'berharga', 'banget', 'buat', 'saya', 'di', 'masa', 'covid', 'gini']","['gimana', 'tarik', 'uang', 'yg', 'sisa', 'saldo', 'mtix', 'sayang', 'banget', 'uang', 'sisa', 'yg', 'kali', 'aja', 'yg', 'topup', 'uang', 'gak', 'direfund', 'rekening', 'pribadi', 'nandon', 'aja', 'situ', 'uang', 'sdkit', 'harga', 'banget', 'covid', 'gin']",0
Keren bgt yakin,"['keren', 'bgt', 'yakin']","['keren', 'bgt']",1
Glitch dan gagal membuka,"['glitch', 'dan', 'gagal', 'membuka']","['glitch', 'gagal', 'buka']",0
bagus,['bagus'],['bagus'],1
Gak bisa pesen tiket... Pdhl udah top up... Gak Guna,"['gak', 'bisa', 'pesen', 'tiket', 'pdhl', 'udah', 'top', 'up', 'gak', 'guna']","['gak', 'sen', 'tiket', 'pdhl', 'udah', 'top', 'up', 'gak']",0
buat layanan top up lewat BNI,"['buat', 'layanan', 'top', 'up', 'lewat', 'bni']","['layan', 'top', 'up', 'bni']",0
"Aplikasi ga jelas, loading mulu, mana saldo saya jadi gabisa kepake ataupun ditarik lagi","['aplikasi', 'ga', 'jelas', 'loading', 'mulu', 'mana', 'saldo', 'saya', 'jadi', 'gabisa', 'kepake', 'ataupun', 'ditarik', 'lagi']","['aplikasi', 'ga', 'loading', 'mulu', 'saldo', 'gabisa', 'kepake', 'tarik']",0
Bagus,['bagus'],['bagus'],1
"Tolong perbaiki, barusan saya top up MTix pake tokoped trus bayar pake ovo. Dari email yg masuk udh berhasil transaksi. Tpi pas saya cek di apknya ternyata masih 0Rp. Tolong perbaiki.","['tolong', 'perbaiki', 'barusan', 'saya', 'top', 'up', 'mtix', 'pake', 'tokoped', 'trus', 'bayar', 'pake', 'ovo', 'dari', 'email', 'yg', 'masuk', 'udh', 'berhasil', 'transaksi', 'tpi', 'pas', 'saya', 'cek', 'di', 'apknya', 'ternyata', 'masih', '0rp', 'tolong', 'perbaiki']","['tolong', 'baik', 'barusan', 'top', 'up', 'mtix', 'pake', 'tokoped', 'trus', 'bayar', 'pake', 'ovo', 'email', 'yg', 'udh', 'hasil', 'transaksi', 'tpi', 'pas', 'cek', 'apknya', '0rp', 'tolong', 'baik']",0
"Kak, kenapaloading nya lamaa. Tolon perbaiki","['kak', 'kenapaloading', 'nya', 'lamaa', 'tolon', 'perbaiki']","['kak', 'kenapaloading', 'lamaa', 'tolon', 'baik']",0
Kenapa kota depok ga ada??? Kan di depok jg banyak xxi oii :( tapi di app ini ga ada kota depok nyaa masa gue nonton bioskop harus ke jakarta atau bogor dulu,"['kenapa', 'kota', 'depok', 'ga', 'ada', 'kan', 'di', 'depok', 'jg', 'banyak', 'xxi', 'oii', 'tapi', 'di', 'app', 'ini', 'ga', 'ada', 'kota', 'depok', 'nyaa', 'masa', 'gue', 'nonton', 'bioskop', 'harus', 'ke', 'jakarta', 'atau', 'bogor', 'dulu']","['kota', 'depok', 'ga', 'depok', 'jg', 'xxi', 'oii', 'app', 'ga', 'kota', 'depok', 'nyaa', 'gue', 'nonton', 'bioskop', 'jakarta', 'bogor']",0
mengetahui film2 terbaru yg lagi diputar dibioskop,"['mengetahui', 'film2', 'terbaru', 'yg', 'lagi', 'diputar', 'dibioskop']","['film2', 'baru', 'yg', 'putar', 'bioskop']",1
"Saya nyari jam tayang film di Cinere Bellevue gak ketemu, mall nya di apk nya","['saya', 'nyari', 'jam', 'tayang', 'film', 'di', 'cinere', 'bellevue', 'gak', 'ketemu', 'mall', 'nya', 'di', 'apk', 'nya']","['nyari', 'jam', 'tayang', 'film', 'cere', 'bellevue', 'gak', 'ketemu', 'mall', 'apk']",0
ini asli atau palsu,"['ini', 'asli', 'atau', 'palsu']","['asli', 'palsu']",1
Keten,['keten'],['keten'],1
Baguss,['baguss'],['baguss'],1
Apk ini luar biasa,"['apk', 'ini', 'luar', 'biasa']",['apk'],1
Kerennnn,['kerennnn'],['kerennnn'],1
Mantappppp,['mantappppp'],['mantappppp'],1
Ga pakai buru² n macet..,"['ga', 'pakai', 'buru²', 'n', 'macet']","['ga', 'pakai', 'buru', 'macet']",1
Kuntul,['kuntul'],['kuntul'],0
good aplikasi,"['good', 'aplikasi']","['good', 'aplikasi']",1
