content,score
ngga jelas banget tanggalnya ngga bisa ganti hri ini mau nonton tpi tanggalnya masih di 22/12/21,2
Good,5
"Aplikasinya cacat, pas mau verifikasi muncul notifikasi data register tidak di temukan, sampe ngulang daftar 3 kali masih sama aja tolong donk ini di perbaiki developer",1
Bgus,5
Awesome Fun,5
Ribet bgt. Top up mesti ada minimun nya,1
"Najis spiderman sampe tanggal 21 doang mau beli tiket keabisan mulu, wahai para spoiler dan pembajak video aku mendukung mu, film ga boleh di bajak tp tiket terbatas mau nya gimana njieng",1
Tes dl,4
Bagus sekali,5
Apknya gimana sii kok gabisa daftar si taik udh dicoba beberapa kali juga,1
"Baru download, saya coba lihat seluruh fiturnya, tapi belum register untuk MTIX, sehingga belum menemukan fitur booking. Saya tidak tahu apakah memang ada atau tidak untuk layanan booking sehari sebelum nonton, karena saya coba lihat di aplikasi lain, tidak terlihat jadwal untuk Cinema XXI. Saya hanya menemukan jadwal dari cinema lainnya.",3
"aplikasi nya lemot bgt, jadwal film tidak terupdate hari nya... sehingga tidak bisa lihat seat yang akan dipilih",1
W sudah email dan hubungi CS via WA dan semuanya tidak ada tanggapan. Kalau sampai sisa saldo w tidak dikembalikan. Jangan harap w ikhlas ya? W bakal tuntut semua yg terlibat sampai akhirat. 🤬🤬🤬🤬,1
"Aplikasi kapitalis, top up min 100k kalau ada sisa tidak bisa ditarik",1
Kebanyakan kode OTP Tapi gak muncul kodenya,1
"Saya ingin membeli tiket buat tggl 22 Desember 2021,tapi tanggalnya berhenti sampai 21 Desember 2021, gimana ini ya min?saya sudah isi saldo masalahnya",1
"dari td pesen tiket tidak bsa terus,,, mau refund dana gabsaaa.. mau ngeluh gada yg respon anehh",1
"Masih banyak sekali kekurangan 1. Jumlah minimal top up yang 100k itu sebenernya terlalu gede banget 2. Biaya adminnya terlalu banyak tiap top up ada biaya admin 5k, pilih seats kenak lagi 1.5k 3. Sisa saldo gk bisa di refund 4. Klo misal cuma butuh tambahan top up 10k juga gk bisa harus 100k. Jadi kurang efisien tolong lebih diperbaiki dan ditingkatkan lagi!! Terima kasih",3
Apk apaan kga jelas,1
Mantap bentul CSnya nggak guna. Suruh menunggu dan baru dibalas setelah 27 jam menunggu.,1
mengapa kalo mau booking studio premiere tidak bisa ya? di mall botania garden 2 kok ga terdaftar cinemaxx nya kenapa?,3
Asu,5
Bgusss bngtttt!!,5
tidak bisa log in lamaaa banget. tolong dong solusinya,1
"D pencetakan tiket anda memakai QR Code, bukan Barcode. Tp tulisannya ""Scan your barcode""",5
Terlalu banyak biaya admin,1
Bagus,5
"Tidak bisa tarik sisa saldo, jadi kalau kelebihan transfer tidak bisa di tarik lagi. HANYA BISA TOP UP",1
"Mudah, simple ngga pake ribet",5
"Tolong dong di buat opsi penarikan saldo, dan pembelian tiket nya di buat lebih dri 8",1
APLIKASI JANCUK,1
"Setiap top up kena admin 5rb, nonton film kena admin lagi, top up min 100rb hadehh",1
Good,5
Nyaman pake apk ini cuma kekurangannya di fitur top up aja,5
Maksudnya apa sih saya sudah login loh udah regestrasi masih gak bisa terus aneh,1
Susah banget mau log in,1
"Aplikasi pencari uang/modal/keuntungan sendiri, topup min 100 rb sisanya tdk bisa ditarik...menang banyak ni aplikasi (cari untung)",1
"mau register doang susah amat si, gk kesubmit2. uninstalled",1
Kenapa aplikasi nya ga bisa di download😔,1
Siapa namanya dimana rumahnya?,5
"Males kali udh top up minimal 100k, kena potongan 5k lagi (notif potongan 5k gaada, tulisan potongannya pun dibuat paling bawah jadi gakeliatan), jadi saldo gakepake, gabisa transfer balik juga",1
Goog,5
"Tambahin Kota Purbalingga, Banyumas dong..",2
Mantap,5
Aplikasi ga bermanfaat,1
Aplikasi nya lemot banget padahal sinyal nya udah bagus banget INTINYA APLIKASI NYA JELEK!!!,1
GOOD JOB,5
"Banyak kali biayanya, mw topup saldo kena 5000, mw pesan tiket kena 1500/tiket. Promo tidak ada. Payah bilang la",1
"Sebelum ada ketentuan harus validasi OTP aplikasi ini bagus bngt, skrg Stuck di Verifikasi OTP,, kode OTP tidak muncul di SMS. Tolong diperbaiki min",3
B aja,5
Bagus,5
Good apk,5
"Aplikasinya g seru g bs di mainin , jelek bgt mending g usah di download, mendingan main ml biar enak kayak ak lagi dipijet",5
So good 👍,5
Bagus. Sangat membantu pesan tiket Bioskop. Tak perlu antri lagi,5
Cinema 21 top,5
Goceng gua balikin,1
Gak bisa di download,1
Sumpah ribet banget verifikasi aja susahnya alloh mending pake tix id,1
Totonan asik,5
Jelek,1
Ampas sih asli,1
"Sms otp nya lamaaaa sekali masuknya, bisa seharian",1
Kecewa pas udah regristrasi trus nggak dapat kiriman code activasinya tunggu 5 menit tapi gk nyampe2 ke pesan,1
tolong perbaiki ini buat dapet activation kode aja lama banget.,4
Saya tidak bisa login di aplikasi ini padahal udah register.,1
"terakhir update 7 Maret 2021 tapi masih menjual e-voucher untuk versi lawas 4.0.9 di e-commerce, ketika dibeli memang bisa di Redeem e-vouchernya tapi tidak bisa digunakan ketika aplikasi sudah update ke versi terbaru 5.0.3, alhasil tidak bisa dipakai e-voucher yg sudah dibeli, sudah lapor via WhatsApp dan email customer service apa masih bisa di REFUND karena kita tidak tahu aplikasi update otomatis sendiri, sampai sekarang belum dibls, kepada teman-teman yg mau beli e-voucher harap teliti lagi",1
Top-up saldo MTIX di Tokopedia minimal 50 ribu dgn admin fee 5rb yaa bestieee :),4
Apk ini sangat bagus!!!!!!!¡!!!!!!!!!!!!!²!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5
merugikan.,2
"Tolong bantuan nya, saya sudah isi saldo mau beli tiket kok GK bisa iya",2
Sudah top up malah ngak bisa beli tiket. Mana ngak bisa ditarik saldonya👎,1
"payah gak.bisa registrasi , bikin pasword malah kehalangin keypad ..",1
Tolong aplikasinya di maintenance dan di update berkala serta tambahin fitur pembayaran menggunakan e wallet,3
Tolong secepatnya diperbaiki agar para pelanggan tidak kecewa. Kenapa hanya flim Spiderman saja yg rusak. Sekian terimakasih,5
Not bad.,3
Gak sia sia milih m tix,5
Kemahalan adminya 2x lagi potongan bang sama admin biaya pembelian tiket,1
"Kenapa saya gak bisa pesan tiket ya? Utk film tertentu, tp film lain bisa... Ini terjadi disemua bioskop?",5
Tolong untuk minimal transfer diturunin. Min.50rb. Masa 100rb. Biaya admin 5rb. Matre banget sih 😡,1
mayan pesen tiket g ush jauh',5
Penutupan akun prosedur nya mesti pakai data rekening yg tdk ada hubungannya saat registrasi,1
Kenapa susah sekali dibuka skrg ya,3
Good cinema,5
👍🏻,5
"Sedikit kecewa dengan XXI, jadi aku pesen di xxi cafe lewat aplikasi ini, trnyata salah tanggal, karena tidak ada pilihan di tanggal setelagnya/ tanggal besok (karena jadwal tiket aku dihari besok) jadi aku pikir bisa diambil besoknya sesuai jadwal tiketku, ternyata kata mbaknya bilang gak bisa karena sudah lwt jdwal pickup.. RUGI DONG GUE!! Yang lebih bikin KESEL gak ada fitur REFUND. PARAH BENER NI APLIKASI",1
"Aplikasinya bagus, mudah penggunaannya juga. Cuma tolong untuk minimum topupnya jadi 10k dong, berat kalau mesti 100k",5
Minimum top up dikurangin lah.. masak harus 100rb,1
👏👏👏👏👏👏👏,1
Tidak bisa kebuka halaman utamanya dengan kendala tidak ada koneksi padahal ada internetnya dan lancar,1
"Kenapa susah buat registrasi ? Padahal semua yg udh saya masukin udh bener ,, tolong dong di perbaiki lg aplikasinya...saya udh booking tiket jdi ga bisa dipake , kan sayang",1
Dulu pake apk ini pas mau nonton sama mantan 😪😪😪,3
Asix,5
Good,5
Respond dari pengelola kurang tanggap jika ada kendala..,1
Tolong nominal min 50rb dan ada refund,3
Teman terbaik buat saya jikalau ke bioskop mudah dan praktis tanpa ribet di antrian 😊❣️,5
"Susah banget register nya, ribet juga iya, masak udah jelas jelan nomor hp betol dan paswor betol tapi masih saja tidak bisa log in.. Gak mau pusing trus gw uninstal. Untung masih baru mau coba belom ada saldo.. Kan bahaya ni aplikasi..",1
"Tolong dong di-update, bisa refund dan min.topup jangan 100rb, krna saya ga bisa pake lagi saldo 52rb di mtix.bkurang bersahabat nih booking melalui aplikasi ini, tidak memberi kenyamanan.",1
Tiap pesan selalu gagal.. apk belum maksimal,1
GooD,5
G bs dibuka aplikasinya..sayang bngt saldo m tix sy g bs dipakai..,1
Ko gw gabisa download yah dari kemaren mentok mulu di 59%,2
Siiip,4
🅑🅐🅖🅤🅢 ⭐⭐⭐⭐⭐,5
"Banyak error nya, jadi ragu buat top up",1
"Sudah ganti tanggal, tapi di aplikasi masih belum. Payah, lemot",1
"Setiap keluhan calon penonton XXI yang menggunakan Aplikasi ini tidak ada respon dari pengekola aplikasi ini. Apalagi petugas counter yang melayani penjualan tiket, semua jutex/mahal senyum.",1
"Baru instal bingung booking tiketnya. Film kartun jepang gak ada mulu padahal bioskop deket dengan rumah gw :( malah pembarayannya gak ada kalo buat ovo, shopeepay, soalanya dah biasa pake alfamart juga. Cuman sistemnya bagus tapi rumit",4
Apa bisa pesan tiket untuk tanggal selanjutnya ? Kok saya gabisa milih tanggal pembelian ya. Mohon responnya. Terima kasih,3
Install... Uninstall... Install... Uninstall,1
Memudahkan rencana untuk goes to the movie. Perlu lebih diperluas fasilitas e-walletnya agar pecandu nonton bioskop lebih leluasa dan berpunya opsi beli tiket. Tak sebatas satu rekanan saja. Terimakasih.,4
Asooyy,5
Nice,5
TAMBAHIN DANA/GOPAY UNTUK TOP UP BIAR LEBIH MUDAH. KALAU LEWAT TOKOPEDIA AGAK RIBET,3
Aplikasinya menjebak jangan pernah salah transfer krn ditarik pake dana atau lainnya tdk bisa. MTIX DAN TIX ITU BEDA,1
Mantaaap bikin mudah,4
Kecewa saldo sisa tidak bisa di tarik,5
Keren..,5
Gk lengkap!,1
"Aplikasinya Bagus Banget. Saya sudah Download Aplikasi ini, Sejak Berapa Tahun yang Lalu... Meski 2 atau 3 kali lebih Pesan Tiket Lewat Aplikasi ini",5
Ok,5
👍,5
"Yang pengen ganti nomor, bisa email cs nya. Gampang kok",5
"Gak ada Fitur refund.. Uangnya kependem di situ, top up minimal 100K",1
Xxham,1
"Uang saya sudah masuk, tapi tiap beli tiket gabisa gabisa. Gimana ini? Zzzz",1
"TIDAK ADA REFUND.....TINGGAL LIAT AJA PERUSAHAAN XXI AKAN PAILIT ATAU TIDAK.....KARENA COVID RAKYAT SUDAH BERALIH KE INTERNET,NETFLIX,DISNEY,DAN TV DIGITAL....SUDAH PANTES XXI PAILIT TERLALU PRIORITAS KAN KEUNTUNGAN SAJA",1
Baik sekali,5
Good,5
"Kode otp SMS nya ga masuk masuk, binggung dh",1
Aku mau reset password tapi aku lupa tanggal lahir yg aku daftarin gimana ini tolong di respon ya,2
Movie,5
kok apk nya gk bisa ke download,1
Tidak ramah pengguna,1
"Males bgt minimal top up 100rb udh gitu kepotong 5rb saldonya, gaada fitur refund juga jadi males beli di aplikasi ini wkwkw",1
Mantuuul,5
Informatif,5
"tambahan biaya 5k tiap top up dan 1,5k/tiket itu aneh sih",3
kenapa yah semua bioskop kok udah ditutup? gara-gara COVID yah?,1
Mantap sih cuman sekrang XXI cafe nya banyak makanan yang out of stock for online purchase kalau memang seperti itu ya mending tidak perlu di tampilkan tamplate nya mending makanan di jual offline semua saja...min,5
"yah kirain bisa nonton film bioskop (yg lagi on going) di sini,eh ternyata gak bisa cuma buat beli tiket doang,di bisain (adain) coba min biar ga usah ke bioskop.trs yang kira2 bisa di jangkau kaum receh seperti saya gituh.kan pasti asyik gituh...kasih STAR nya 3 dulu kalo bisa buat nonton baru full star.🙏😄",3
simple,5
Ok banget,5
Bagus sih aplikasinya tapi sayang banget yang bikin kesal top up M-tix nya harus min. 100rb 😩 sudah ada biaya adminnya 5rb terus tambah biaya top 1.5rb per tiketnya 🤦🏻‍♂️ ayolah minimal value top up mtix nya di hilangkan saja minimal top up nya,2
"Jika ada fitur bisa menarik kembali/menguangkan saldo,next bintang 5",1
"Aplikasinya mantap, cuman bagian m tix nya ampas, masa minim top up 100 ribu, mending ke tix id",2
"Aplikasinya udah bagus, gampang beli tiketnya, kurangnya mesti top up minimal 100 ribu, semoga bisa dikurangi minimalnya yah",2
Kode otp tidak dikirimkan ke SMS... Tidak bisa daftar... Unfaedah aplikasi ini,1
Mudah dan cepat,5
mudah membeli tiket menonton,5
Nice,5
Mantab,5
Bagus banget,5
"Buat lah fitur rescedule atau refund, terkadang ada yg sudah membeli tetapi ada sesuatu yg membuat telat atau mendesak sehingga tidak jadi nonton",1
Burukkk,1
Aneh gak bisa pilih tanggal harus di hari yg sama. Gak membantu!!,1
"Aplikasi ga jelas 😏😏😏, mo reg ga bisa, log in ga bisa, pdhl no hp aktif, email aktif, data pribadi aku isi sejujur2nya masi aja ga bisa, uninstal aja, mendingan aplikasi sebelah gampang banget reg nya, lebih lengkap and no ribet.",1
Mantap,5
"Masih kurang, seharusnya fitur top up mtix dapat menggunakan Gopay, Dana, Ovo, dll. Itu saja dari saya, terimakasih",3
Mantap,5
"Bila Mau Nonton Vaksin 2 dulu ya , jangan bawa Virus kedalam ruangan Bioskop . Apalagi kamu Sering Keluyuran ntah kemana. Ruangan Bioskop kan ruangan tertutup mudah kena Virus apalagi karpet dan kursi nya lebih mudah lengket. INTI nya jadi Manusia jangan Keras Kepala kalau Belum Vaksin II Silahkan Vaksin dulu . Aku dulu belum Vaksin II Hijau gak bisa Nonton.. Setelah Vaksin II baru dapat Nonton itu pun harus Ekstra Hati-Hati",5
Jangan Pesan Tiket dimasa pandemic apalagi ada aturan tidak boleh bawa anak,1
Gak bisa dibukak padahal selalu di perbarui,1
Cinema 21 bioskopnya bagus banget,5
"Minim top up 100rb , kenapa ga di upgrade pembayaran via virtual account , atau link aja ovo gopay danaaaa",1
Sy cek gk ada bioskop di depok ya.?,2
Disuruh pulang pas bawa anak kecil buat nonton film nusa. Nunggu refund baru ntar diperbaiki reviewnya,1
Saya menyesal & merasa dirugikan. Top up banyak kirain bisa di refund saldo nya.,1
Kirim,5
Lebih nyaman dan mudah untuk nonton. Sangat berguna bagi yg suka nonton. Trimakasih. Mtix,5
Kenapa tidak ada teather di depok ya?,3
Good,5
Kpn nih bisa withdraw tarik saldo ????,1
Tolong dong aturan usia anak dibawah 12th tidak boleh masuk bioskopnya diperjelas. Jadi ribet harus refund segala macem. Ga langsung balik juga saldonya,2
Good applocation and recomended,5
Good,5
mantap,5
Ok,5
TIXID lebih baik.....,2
"mantab, ga usa antri",5
Nice...,5
Banyak kurangnya -topup minimal 100rb -saldo tidak bisa di tarik,1
"ADA BEBERAPA KEKURANGAN 1. Top up minimal harus 100rb 2. Tidak ada fitur refund 3. Tidak ada pembayaran Via m-Payment seperti dana/shopeepay Dan saya nyesek bgt saldo 42rb gk cukup untuk 2tiket cuma kurang dikit, kalo top up harus 100rb itu kegedean bgt,kalo gini mending saya alih lagi ke tix id.",1
Selamat tingal biyoskop. Karna di wajibkan pakai faksin kami tidak bisa membantu per fileman (konten kreator) kami tidak bisa nonton.,5
Mantull,5
Ok banget,5
Kok hari ini aku gak bisa beli tiket via aplikasi ini ya. Padahal baru top-up saldo kemarin. Keselll deh!!!,1
"Tidak perlu antri buat beli tiket, solusi cepat buat dapat tiket film favorit ❤️❤️",5
3 dulu kalau memuaskan tambah,3
"g seru lagi dh...sekarng mw nonton harus vaksin dlu...pdhal tmpt lain kya matahari,kfc,jeko, gk di wajibkan..batal deh nonton...nunggu di netlfik ama di desney aj dh film nya...",1
"Aplikasi Busuk, lintah darah.. top up bayar 5000, beli tiket 6000",1
"jelek, grafik jelek hadiah anniversary ko cuma segitu, pelit kah?",1
okein,5
"Kekurangannya 1. Top up minimum seharusnya tidak 100.000, tp bisa lbh kecil 2. Seharusnya uang bisa dikembalikan sesuai keinginan klien 3. Biaya adminnya termasuk mahal Barusan saya habiskan uangnya buat nonton drpd uang nganggur ga bisa ditarik, sisa 20rb biarlah, saya kmdn akan uninstall aplikasi ini.. 😆",1
"Tolong dipelajari Bogor tuh dimana, Cibubur tuh dimana ya Min :)",1
ribet pembayarannya harus topup dulu.... kebanyakan biaya admin.... topup ada admin beli tiket ada admin... ini kan aplikasi resmi kok masih pake admin... kLo aplikasi pihak ke 3 wajar pake admin... gimana mau rame yang nonton...,1
Best Application!,5
Tidak up-to-date,1
Bagus,5
Mcafe nya kok gk bisa di akses,1
"Dimasa pandemi seperti sekarang , ada baiknya pemberian informasi tentang Syarat penonton harus tertulis jelas! Karena pembelian tiket melalui aplikasi tidak bisa direfund.",1
Sering eror,1
"Terlalu komersil.. pengguna dirugikan, ga ada sistem refund. Notifikasi untuk film baru, tapi aturan baru ga ada notifikasi...PARAH!!! Kembalikan duit gw",1
Min beneran gk sii blackpink movie ada di XX1????.....,3
Udah TOP UP PAS PEMBAYARAN GK BISA! APLIKASI MACAM APA INI? 2TAHUN TUTUP GAK SIAP AMAT PAK BIKIN APLIKASI YANG LEBIH CEPAT DONG! SERVERNYA BAD BGT!,1
Bagud,5
"Kenapa bikin gerem yah lihat aplikasi, udah di daftar kan tapi kenapa gak bisa",1
Kok aplikasinya nda berfungsi yaa..?? Gangguan atau gimana ini.. Tadi kirain perlu update ternyata tdk juga. Ttp nda bisa berfungsi. Aku saja yg alamai atau mmg aplikasinya bermasalah ya??,3
"Sisa saldo mtix tidak bisa ditarik ke bank, hanya bisa digunakan untuk pembelian produk XXI selama pandemi tidak bisa ke bioskol alhasil salso mengendap dua tahunan semoga segera ada update",1
"Gag menarik, terlalu dibatasin beli tiket online presale, padahal cinema lain mudah sekali saat ini aplikasi nya",2
"Good,tapi sebelum nya saya mau nanya,kapan bioskop di samarinda/balikpapan kembali beroperasi??",4
Sangat membantu,4
"KALO KASIH INFO KE CUSTOMER, HARUS JELAS....!!!",1
Aplikasi Terbagus!!!!!!!!!!!,5
Kapan nonton..,5
Sebenernya nyaman beli online tanpa antri dan tidak buru-buru.. Cuma Biaya adminnya berat.. Top up saldo ada biaya admin sampe 10ribu.. Beli tiket masih ada biaya admin lagi..,2
Ok,4
Sangat mendukung dalam.pemesana,5
"Sayang gabisa tarik saldo, saldoku 2 thn ngendap karna gabisa di tarik, gak bisa nonton juga karna covid!",1
Keren,5
"Tolong ya dibuat agar bisa login pakai email ,kalo no hp saya hilang gini jadi gabisa login gimana solusinya terbuang sia sia saldo saya",1
Mantap,5
Kecewa sama cinema 21!!!! Kan gini. Nomor hp utk ottp nya sdh tdk ada. Udah diurus pake nomor baru. Kok di persulit. Kan pertama emg. Nomornya gak aktif. Knpa malah skrng gk mau diurus ya?? Saldo sy 900rb loh!!,1
